Event	Species_Tree_Node	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	0
unknown	N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N11	239	39	27	23	17	7	10	9	4	4	1	4	11	3	9	7	3	7	5	2	2	4	1	1	6	4	4	6	3	3	3	3	3	3	5	1	2	4	3	5	2	4	3	2	1	2	3	0	3	3	3	3	2	0	3	3	2	1	0	1	0	1	5	1	1	2	1	0	1	0	0	1	1	1	0	0	1	2	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
unknown	N12	14	12	8	2	7	3	1	2	2	5	2	3	0	1	5	1	2	4	1	0	3	0	4	2	2	1	1	2	4	1	0	2	1	1	2	1	2	1	2	4	3	0	2	2	2	1	1	3	0	2	2	1	1	1	1	2	3	0	0	3	3	0	3	1	0	0	3	1	0	1	2	2	2	1	0	0	0	2	2	1	0	1	0	1	2	0	0	3	1	0	1	0	0	1	0	2	0	0	0	0	0
unknown	N13	1	0	0	0	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	3	0	0	0	0	2	0	0	0	0	1	0	1	0	2	1	1	1	0	3	0	1	1	2	1	1	0	1	1	0	1	4	1	2	1	1	1	1	1	1	0	1	4	0	0	2	6	0	0	0	0	5	1	0	1	0	1	0	0	4	1	4	2	0	1	1	2	0	0	0	0	1	0
unknown	N14	8	4	2	5	3	1	3	0	0	1	3	1	2	4	2	4	4	2	2	3	2	2	1	1	1	3	8	3	1	4	3	4	4	3	5	1	3	3	2	2	3	5	1	4	3	0	3	3	3	1	3	3	2	2	1	4	5	2	2	6	3	1	1	5	0	5	4	4	3	2	1	3	3	1	4	2	2	0	1	2	4	2	2	2	2	2	1	0	1	2	2	4	5	0	1	1	2	0	0	0	0
unknown	N15	1	3	1	0	1	0	0	1	2	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	2	0	0	2	1	1	0	3	3	4	0	2	1	2	1	1	0	0	0	1	1	2	0	3	1	2	0	2	2	3	2	3	2	3	0	1	2	4	2	3	1	1	3	1	1	2	2	1	1	1	0	2	0	2	2	1	2	0	0	1	0	2	1	0	1	0	0	2	3	0	0	0	0	0	0
unknown	N16	4	1	1	1	3	2	0	4	0	5	1	1	2	1	2	2	1	3	1	2	1	4	1	1	0	3	1	1	1	1	4	0	4	4	2	0	1	2	1	2	3	1	2	3	4	4	2	2	3	1	2	1	1	1	0	0	2	1	1	4	1	3	1	0	2	3	0	5	0	3	2	1	0	1	2	1	4	1	1	1	1	3	4	0	2	1	0	3	0	0	1	2	0	0	1	3	1	0	1	0	0
unknown	N17	26	2	1	1	0	0	2	0	4	0	2	2	0	0	1	1	1	0	2	2	1	0	2	1	1	1	2	1	1	1	0	1	0	0	2	0	1	0	0	0	3	0	0	0	1	1	1	0	2	3	0	0	2	2	0	0	2	0	1	2	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	2	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0
