Event	Species_Tree_Node	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	0
unknown	N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	3	0	0	0	6	5	0	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N11	723	109	72	91	50	33	32	88	17	15	3	14	35	14	44	15	17	30	14	90	6	24	6	3	20	17	24	19	10	10	7	19	11	18	51	6	8	14	10	24	6	15	10	8	4	23	8	0	9	16	9	11	8	0	18	20	12	2	0	4	0	5	13	6	6	12	7	0	4	0	0	1	1	4	0	0	8	9	0	9	0	0	0	6	25	0	0	0	5	0	0	0	0	0	0	24	0	0	0	0	0
unknown	N12	27	49	17	8	19	7	1	3	13	7	5	3	0	1	11	5	10	6	1	0	3	0	15	2	3	1	1	2	5	1	0	3	2	1	2	1	4	7	3	7	8	0	2	3	3	1	1	5	0	6	2	1	2	1	1	2	18	0	0	16	26	0	11	2	0	0	3	1	0	1	3	12	8	2	0	0	0	3	3	2	0	12	0	1	3	0	0	13	6	0	2	0	0	2	0	12	0	0	0	0	0
unknown	N13	4	0	0	0	1	0	0	4	0	0	0	0	2	1	1	0	0	0	0	0	0	0	4	1	0	0	10	0	4	0	0	0	0	3	0	0	0	0	3	0	1	0	2	1	3	1	0	7	0	1	1	6	3	12	0	1	4	0	1	5	1	3	8	3	1	4	1	2	0	1	10	0	0	4	24	0	0	0	0	16	12	0	4	0	1	0	0	5	2	16	3	0	5	26	3	0	0	0	0	5	0
unknown	N14	128	41	11	45	5	1	17	0	0	4	31	6	17	74	8	54	61	26	16	29	20	8	15	18	2	46	65	11	2	22	60	28	21	29	21	27	11	36	18	12	30	62	8	24	68	0	34	9	19	25	23	26	20	5	12	11	43	16	63	52	26	25	19	27	0	49	21	46	67	4	15	18	34	8	61	21	18	0	12	25	58	3	17	24	17	5	1	0	1	3	4	33	49	0	16	11	3	0	0	0	0
unknown	N15	10	38	1	0	1	0	0	6	3	2	0	2	0	9	14	0	1	0	1	2	0	1	0	0	0	0	5	0	0	4	3	2	0	23	4	12	0	33	52	24	1	2	0	0	0	3	2	8	0	44	2	5	0	4	16	33	45	59	7	16	0	16	4	46	6	5	2	2	16	4	2	12	29	18	4	7	0	5	0	5	50	1	12	0	0	1	0	15	2	0	15	0	0	3	44	0	0	0	0	0	0
unknown	N16	40	2	1	4	16	5	0	22	0	9	16	1	4	6	5	2	1	6	2	43	1	25	8	3	0	10	1	1	1	9	8	0	23	19	7	0	1	4	1	6	14	4	3	8	29	31	6	3	4	2	2	6	2	1	0	0	19	1	4	7	3	5	2	0	3	16	0	23	0	19	3	3	0	1	2	3	16	3	2	3	2	55	19	0	3	2	0	11	0	0	1	5	0	0	2	9	5	0	1	0	0
unknown	N17	404	7	2	2	0	0	5	0	11	0	15	77	0	0	3	18	1	0	4	3	3	0	8	19	11	2	4	6	1	6	0	2	0	0	2	0	27	0	0	0	252	0	0	0	1	2	2	0	7	48	0	0	10	10	0	0	27	0	2	3	0	0	0	0	2	2	0	1	0	0	1	4	25	0	176	29	0	0	0	8	0	0	0	5	0	4	0	0	0	4	0	8	38	5	0	0	0	3	10	12	0
