Event	Species_Tree_Node	100	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84	83	82	81	80	79	78	77	76	75	74	73	72	71	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	0
unknown	N18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	3	0	0	0	4	0	0	0	0	4	0	1	0	0	3	0	2	0	0	0	4	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
unknown	N3	130	114	19	31	75	34	42	21	56	25	22	13	8	26	5	20	10	14	11	53	11	29	10	16	30	4	3	41	30	22	15	11	9	14	19	9	10	7	17	16	9	11	12	6	18	21	19	9	15	0	2	5	4	19	6	10	11	6	2	2	7	2	4	2	2	13	2	5	10	20	12	3	16	0	0	113	3	11	2	8	8	6	0	9	0	8	1	2	0	0	4	0	1	0	0	0	0	0	2	0	0
unknown	N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
unknown	N5	404	82	30	32	49	17	23	26	14	16	3	14	2	5	37	5	6	6	15	4	7	1	25	3	0	0	8	12	1	4	10	1	13	0	1	6	7	7	1	0	7	0	1	0	0	10	4	3	4	7	1	4	1	5	7	10	6	0	4	1	4	0	0	2	4	0	0	0	4	0	0	0	2	4	0	4	0	0	3	0	0	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
unknown	N6	121	73	26	15	16	22	6	22	7	8	10	4	15	9	7	3	36	17	23	2	5	10	3	16	3	4	9	6	7	5	3	7	1	3	1	8	7	1	1	10	5	9	2	3	3	3	8	4	0	1	0	5	2	6	4	2	0	31	0	0	1	1	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
unknown	N7	158	37	19	13	13	29	11	6	15	12	2	3	0	3	1	11	7	6	0	14	0	4	2	2	1	1	2	0	0	0	0	2	1	5	0	0	0	0	0	0	13	3	6	6	3	3	1	3	0	0	9	2	9	0	0	3	3	1	3	11	2	12	2	1	3	0	0	6	0	6	3	6	0	0	2	0	0	0	8	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	N8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	3	2	0	2	0	0	0	0	4	0	0	0	0	0	4	0	2	1	0	0	5	7	0	0	2	0	0	0	0	0	1	0	11	1	4	0	6	0	0	0	0	3	1	0	0	5	8	0	0	1	2	0	20	0	0	0	3	0	0	0	0	0	1	5	0	4	0	0	0	0	0	0	0	0
unknown	N9	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	4	0	0	3	1	1	0	6	0	7	1	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	2	1	0	0	1	0	3	1	1	1	0	9	0	0	0	0	1	1	2	2	0	3	0	0	0	0	0	2	4	0	9	3	0	7	0	6	0	1	0	3	0	0	2	0	0	0	0	0	4	0	0

